playerID,stint,G,AB,R,H,1B,2B,3B,AVG,SLG,HR,RBI,OBP,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,Full Name,inducted,weight,height,bats,throws,debut,finalGame,retroID,bbrefID,hits_per_year,runs_per_year,rbis_per_year,hr_per_year
lowelmi01,13,1601,5813,771,1619,995,394,7,0.278513676,0.463788061,223,952,0.346071538,30,14,548,817,45,52,1,84,170,Mike Lowell,N,195.0,76.0,3,2,9/13/1998,10/2/2010,lowem001,lowelmi01,124.53846153846153,59.30769230769231,73.23076923076923,17.153846153846153
sheffga01,26,2576,9217,1636,2689,1686,467,27,0.291743517,0.51394163,509,1676,0.400162631,253,104,1475,1171,130,135,9,111,235,Gary Sheffield,N,190.0,71.0,3,2,9/3/1988,9/30/2009,shefg001,sheffga01,112.04166666666667,68.16666666666667,69.83333333333333,21.208333333333332
kentje01,21,2298,8498,1320,2461,1477,560,47,0.289597552,0.499646976,377,1518,0.359616187,94,60,801,1522,61,125,10,103,224,Jeff Kent,N,185.0,73.0,3,2,4/12/1992,9/27/2008,kentj001,kentje01,129.52631578947367,69.47368421052632,79.89473684210526,19.842105263157894
kendaja01,17,2085,7627,1030,2195,1691,394,35,0.287793366,0.378130326,75,744,0.369550252,189,89,721,686,51,254,36,63,176,Jason Kendall,N,181.0,72.0,3,2,4/1/1996,8/30/2010,kendj001,kendaja01,137.1875,64.375,46.5,4.6875
anderga01,17,2228,8640,1084,2529,1684,522,36,0.292708333,0.461111111,287,1365,0.331247303,80,47,429,1224,104,8,13,87,197,Garret Anderson,N,190.0,75.0,2,1,7/27/1994,8/6/2010,andeg001,anderga01,148.76470588235293,63.76470588235294,80.29411764705883,16.88235294117647
walkela01,19,1988,6907,1355,2160,1244,471,62,0.31272622,0.565223686,383,1311,0.408845209,230,76,913,1231,117,138,7,65,153,Larry Walker,N,185.0,74.0,2,2,8/16/1989,10/2/2005,walkl001,walkela01,120.0,75.27777777777777,72.83333333333333,21.27777777777778
sweenmi01,18,1454,5188,759,1540,995,325,5,0.296838859,0.485736315,215,909,0.372120596,53,25,522,613,61,74,5,59,142,Mike Sweeney,N,195.0,73.0,3,2,9/4/1995,10/3/2010,sweem002,sweenmi01,90.58823529411765,44.64705882352941,53.470588235294116,12.647058823529411
garcino01,16,1434,5586,927,1747,1096,370,52,0.312746151,0.520587182,229,936,0.367072182,95,31,403,554,54,59,5,63,129,Nomar Garciaparra,N,165.0,72.0,3,2,8/31/1996,10/4/2009,garcn001,garcino01,116.46666666666667,61.8,62.4,15.266666666666667
raineti01,25,2502,8872,1571,2605,1892,430,113,0.293620379,0.425045086,170,980,0.394058082,808,146,1330,966,148,42,39,76,142,Tim Raines,N,160.0,68.0,1,2,9/11/1979,9/29/2002,raint001,raineti01,108.54166666666667,65.45833333333333,40.833333333333336,7.083333333333333
mcgwima01,18,1874,6187,1167,1626,785,252,6,0.262809116,0.588168741,583,1414,0.405789676,12,8,1317,1596,150,75,3,78,147,Mark McGwire,N,215.0,77.0,3,2,8/22/1986,10/7/2001,mcgwm001,mcgwima01,95.6470588235294,68.6470588235294,83.17647058823529,34.294117647058826
glaustr01,13,1537,5410,889,1375,752,293,10,0.254158965,0.489463956,320,950,0.362001564,56,29,854,1377,40,46,0,45,138,Troy Glaus,N,220.0,77.0,3,2,7/31/1998,10/1/2010,glaut001,glaustr01,105.76923076923077,68.38461538461539,73.07692307692308,24.615384615384617
bagweje01,15,2150,7797,1517,2314,1345,488,32,0.296780813,0.540336027,449,1529,0.41719712,202,78,1401,1558,155,128,3,102,221,Jeff Bagwell,N,195.0,72.0,3,2,4/8/1991,10/2/2005,bagwj001,bagweje01,154.26666666666668,101.13333333333334,101.93333333333334,29.933333333333334
martied01,18,2055,7213,1219,2247,1409,514,15,0.311520865,0.5154582,309,1261,0.425299145,49,30,1283,1202,113,89,10,77,190,Edgar Martinez,N,175.0,72.0,3,2,9/12/1987,10/3/2004,marte001,martied01,124.83333333333333,67.72222222222223,70.05555555555556,17.166666666666668
griffke02,24,2671,9801,1662,2781,1589,524,38,0.283746556,0.537802265,630,1836,0.382949229,184,69,1312,1779,246,81,8,102,199,Ken Griffey,Y,195.0,75.0,2,1,4/3/1989,5/31/2010,grifk002,griffke02,120.91304347826087,72.26086956521739,79.82608695652173,27.391304347826086
grudzma01,17,1802,7052,946,2040,1523,391,36,0.289279637,0.393221781,90,640,0.333860551,133,52,364,954,24,105,40,42,174,Mark Grudzielanek,N,185.0,73.0,3,2,4/28/1995,6/6/2010,grudm001,grudzma01,127.5,59.125,40.0,5.625
trammal01,20,2293,8288,1231,2365,1713,412,55,0.285352317,0.415299228,185,1003,0.354876868,236,109,850,874,48,37,124,76,156,Alan Trammell,N,165.0,72.0,3,2,9/9/1977,9/29/1996,trama001,trammal01,118.25,61.55,50.15,9.25
eckstda01,12,1311,5041,701,1414,1127,232,20,0.280499901,0.355286649,35,392,0.34559086,123,45,376,418,3,143,106,39,88,David Eckstein,N,170.0,66.0,3,2,4/3/2001,10/3/2010,ecksd001,eckstda01,128.54545454545453,63.72727272727273,35.63636363636363,3.1818181818181817
castilu01,17,1720,6510,1001,1889,1608,194,59,0.290168971,0.350998464,28,443,0.368699905,370,142,800,850,13,12,123,26,120,Luis Castillo,N,145.0,71.0,1,2,8/8/1996,10/3/2010,castl001,castilu01,118.0625,62.5625,27.6875,1.75
sosasa01,20,2354,8813,1475,2408,1375,379,45,0.273232724,0.53375695,609,1667,0.353832353,234,107,929,2306,154,59,17,78,202,Sammy Sosa,N,165.0,72.0,3,2,6/16/1989,9/29/2007,sosas001,sosasa01,126.73684210526316,77.63157894736842,87.73684210526316,32.05263157894737
ausmubr01,20,1971,6279,718,1579,1195,270,34,0.251473165,0.343526039,80,607,0.331687359,102,53,634,1034,69,69,82,37,201,Brad Ausmus,N,190.0,71.0,3,2,7/28/1993,10/3/2010,ausmb001,ausmubr01,83.10526315789474,37.78947368421053,31.94736842105263,4.2105263157894735
winnra01,17,1717,6186,863,1759,1223,367,59,0.284351762,0.416100873,110,662,0.345024112,215,84,526,1010,23,53,58,55,98,Randy Winn,N,175.0,74.0,1,2,5/11/1998,10/3/2010,winnr001,winnra01,117.26666666666667,57.53333333333333,44.13333333333333,7.333333333333333
piazzmi01,21,1912,6911,1048,2127,1348,344,8,0.307770221,0.545217769,427,1335,0.388037004,17,20,759,1113,146,30,0,45,229,Mike Piazza,Y,200.0,75.0,3,2,9/1/1992,9/30/2007,piazm001,piazzmi01,118.16666666666667,58.22222222222222,74.16666666666667,23.72222222222222
mcgrifr01,23,2460,8757,1349,2490,1532,441,24,0.284343953,0.509078452,493,1550,0.387218409,72,38,1305,1882,171,39,2,71,226,Fred McGriff,N,200.0,75.0,2,1,5/17/1986,7/15/2004,mcgrf001,mcgrifr01,118.57142857142857,64.23809523809524,73.80952380952381,23.476190476190474
bondsba01,22,2986,9847,2227,2935,1495,601,77,0.298060323,0.606885346,762,1996,0.473062453,514,141,2558,1539,688,106,4,91,165,Barry Bonds,N,185.0,73.0,2,1,5/30/1986,9/26/2007,bondb001,bondsba01,133.4090909090909,101.22727272727273,90.72727272727273,34.63636363636363
edmonji01,21,2011,6858,1251,1949,1094,437,25,0.284193642,0.52712161,393,1199,0.382954968,67,50,998,1729,91,49,10,65,122,Jim Edmonds,N,190.0,73.0,2,1,9/9/1993,9/21/2010,edmoj001,edmonji01,102.57894736842105,65.84210526315789,63.10526315789474,20.68421052631579
aurilri01,17,1652,5721,745,1576,1067,301,22,0.275476315,0.433315854,186,756,0.330779055,23,18,450,861,22,24,36,47,140,Rich Aurilia,N,170.0,72.0,3,2,9/6/1995,10/4/2009,aurir001,aurilri01,98.5,46.5625,47.25,11.625
delgaca01,17,2035,7283,1241,2038,1064,483,18,0.27982974,0.545928875,473,1512,0.396358702,14,8,1109,1745,186,172,0,93,152,Carlos Delgado,N,215.0,75.0,2,2,10/1/1993,5/10/2009,delgc001,delgaca01,119.88235294117646,73.0,88.94117647058823,27.823529411764707
booneaa01,14,1152,3871,519,1017,658,216,17,0.262722811,0.424954792,126,555,0.329466357,107,30,303,707,20,80,39,36,74,Aaron Boone,N,190.0,74.0,3,2,6/20/1997,10/4/2009,boona001,booneaa01,78.23076923076923,39.92307692307692,42.69230769230769,9.692307692307692
clarkto02,17,1559,4532,629,1188,693,233,11,0.262135922,0.484554281,251,824,0.346086957,6,9,527,1209,55,21,0,40,133,Tony Clark,N,205.0,80.0,1,2,9/3/1995,7/12/2009,clart002,clarkto02,74.25,39.3125,51.5,15.6875
mattido01,14,1785,7003,1007,2153,1469,442,20,0.307439669,0.471369413,222,1099,0.36945436,14,9,588,444,136,21,13,96,191,Don Mattingly,N,175.0,72.0,2,1,9/8/1982,10/1/1995,mattd001,mattido01,153.78571428571428,71.92857142857143,78.5,15.857142857142858
gilesbr02,17,1847,6527,1121,1897,1144,411,55,0.290638885,0.502374751,287,1078,0.408432977,109,45,1183,835,114,51,4,70,160,Brian Giles,N,195.0,71.0,2,1,9/16/1995,6/18/2009,gileb002,gilesbr02,118.5625,70.0625,67.375,17.9375
floydcl01,22,1621,5319,824,1479,883,340,23,0.278059786,0.482045497,233,865,0.367393427,148,43,601,1064,87,91,4,48,85,Cliff Floyd,N,220.0,77.0,2,2,9/18/1993,6/17/2009,floyc001,floydcl01,77.84210526315789,43.36842105263158,45.526315789473685,12.263157894736842
erstada01,14,1654,6024,913,1697,1224,316,33,0.281706507,0.40687251,124,699,0.340377358,179,58,475,939,46,37,36,43,87,Darin Erstad,N,195.0,74.0,2,1,6/14/1996,10/4/2009,erstd001,erstada01,121.21428571428571,65.21428571428571,49.92857142857143,8.857142857142858
biggicr01,20,2850,10876,1844,3060,2046,668,55,0.281353439,0.433155572,291,1175,0.366720128,414,124,1160,1753,68,285,101,81,150,Craig Biggio,Y,185.0,71.0,3,2,6/26/1988,9/30/2007,biggc001,biggicr01,153.0,92.2,58.75,14.55
dyeje01,16,1763,6487,984,1779,1066,363,25,0.274240789,0.488207184,325,1072,0.341836735,46,26,597,1308,40,63,2,65,184,Jermaine Dye,N,210.0,76.0,3,2,5/17/1996,10/4/2009,dye-j001,dyeje01,118.6,65.6,71.46666666666667,21.666666666666668
snowjt01,16,1716,5641,798,1509,1008,293,19,0.267505761,0.426697394,189,877,0.363277693,20,23,760,1142,61,64,24,64,135,J. T. Snow,N,200.0,74.0,2,1,9/20/1992,9/27/2008,snowj001,snowj.01,94.3125,49.875,54.8125,11.8125
loducpa01,15,1082,3892,483,1112,802,222,8,0.285714286,0.408530319,80,481,0.340649078,20,19,266,295,23,58,42,44,138,Paul Lo Duca,N,193.0,70.0,3,2,6/21/1998,9/27/2008,lodup001,loducpa01,85.53846153846153,37.15384615384615,37.0,6.153846153846154
thomafr04,21,2322,8199,1494,2468,1440,495,12,0.301012319,0.554945725,521,1704,0.428627221,32,23,1667,1397,168,87,0,121,225,Frank Thomas,Y,240.0,77.0,3,2,8/2/1990,8/29/2008,thomf001,thomafr04,123.4,74.7,85.2,26.05
coxbo01,2,220,628,50,141,108,22,2,0.224522293,0.308917197,9,58,0.323287671,3,3,75,126,14,6,3,7,17,Bobby Cox,Y,180.0,71.0,3,2,4/14/1968,10/1/1969,cox-b103,coxbo01,70.5,25.0,29.0,4.5
jonesja05,1,40,107,11,23,14,6,0,0.214953271,0.355140187,3,11,0.297520661,0,1,10,21,0,3,0,1,1,Jason Jones,N,210.0,75.0,1,2,7/23/2003,9/28/2003,jonej004,jonesja04,23.0,11.0,11.0,3.0
sexsori01,16,1367,4928,748,1286,703,260,17,0.260957792,0.506899351,306,943,0.3472937,14,13,588,1313,31,52,0,36,144,Richie Sexson,N,205.0,78.0,3,2,9/14/1997,8/13/2008,sexsr001,sexsori01,91.85714285714286,53.42857142857143,67.35714285714286,21.857142857142858
larusto01,8,132,176,15,35,28,5,2,0.198863636,0.25,0,7,0.295566502,0,0,23,37,1,1,1,2,2,Tony LaRussa,Y,175.0,72.0,3,2,5/10/1963,4/6/1973,larut101,larusto01,5.0,2.142857142857143,1.0,0.0
aloumo01,19,1942,7037,1109,2134,1342,421,39,0.303254228,0.515702714,332,1287,0.376485303,106,37,737,894,91,48,9,82,195,Moises Alou,N,185.0,75.0,3,2,7/26/1990,6/10/2008,aloum001,aloumo01,118.55555555555556,61.611111111111114,71.5,18.444444444444443
caseyse01,14,1405,5066,690,1531,1067,322,12,0.302210817,0.447493091,130,735,0.374409242,18,8,477,577,69,62,0,39,156,Sean Casey,N,215.0,76.0,2,2,9/12/1997,9/28/2008,cases001,caseyse01,117.76923076923077,53.07692307692308,56.53846153846154,10.0
durhara01,18,1975,7408,1249,2054,1343,440,79,0.277267819,0.43574514,192,875,0.354677458,273,97,820,1201,34,72,55,68,151,Ray Durham,N,170.0,68.0,1,2,4/26/1995,9/28/2008,durhr001,durhara01,128.375,78.0625,54.6875,12.0
palmera01,20,2831,10472,1663,3020,1828,585,38,0.288388083,0.514514897,569,1835,0.379527946,97,40,1353,1348,171,87,15,119,231,Rafael Palmeiro,N,180.0,72.0,2,1,9/8/1986,8/30/2005,palmr001,palmera01,151.0,83.15,91.75,28.45
gonzalu01,21,2591,9157,1412,2591,1573,596,68,0.282952932,0.478868625,354,1439,0.375503702,128,87,1155,1218,150,111,10,98,212,Luis Gonzalez,N,180.0,74.0,2,2,9/4/1990,9/28/2008,gonzl001,gonzalu01,129.55,70.6,71.95,17.7
torrejo01,18,2209,7874,996,2342,1687,344,59,0.297434595,0.452120904,252,1185,0.373864274,23,29,779,1094,127,85,13,50,284,Joe Torre,Y,212.0,74.0,3,2,9/25/1960,6/17/1977,torrj101,torrejo01,130.11111111111111,55.333333333333336,65.83333333333333,14.0
francju02,8,404,996,110,235,133,50,4,0.235943775,0.43875502,48,152,0.300820419,2,6,81,375,6,8,0,6,17,Juan Francisco,N,245.0,74.0,2,2,9/14/2009,9/28/2014,franj005,francju02,33.57142857142857,15.714285714285714,21.714285714285715,6.857142857142857
murphda05,20,2180,7960,1197,2111,1324,350,39,0.265201005,0.468969849,398,1266,0.357228326,161,68,986,1748,159,28,6,60,209,Dale Murphy,N,210.0,76.0,3,2,9/13/1976,5/21/1993,murpd001,murphda05,111.10526315789474,63.0,66.63157894736842,20.94736842105263
alomasa02,24,1377,4530,520,1236,865,249,10,0.272847682,0.406401766,112,588,0.311258278,25,24,212,499,15,41,48,34,132,Sandy Alomar,N,200.0,77.0,3,2,9/30/1988,9/30/2007,aloms001,alomasa02,56.18181818181818,23.636363636363637,26.727272727272727,5.090909090909091
whitero02,19,1474,5357,756,1519,991,296,34,0.283554228,0.462385664,198,768,0.338786639,94,47,360,925,21,88,5,42,143,Rondell White,N,193.0,73.0,3,2,9/1/1993,9/30/2007,whitr001,whitero02,89.3529411764706,44.470588235294116,45.1764705882353,11.647058823529411
willibe02,16,2076,7869,1366,2336,1545,449,55,0.296861101,0.47731605,287,1257,0.387502736,147,87,1069,1212,97,39,12,64,223,Bernie Williams,N,180.0,74.0,1,2,7/7/1991,10/1/2006,willb002,willibe02,146.0,85.375,78.5625,17.9375
kleskry01,16,1736,5611,874,1564,910,343,33,0.278738193,0.500267332,278,987,0.378107944,91,41,817,1077,84,29,4,55,125,Ryan Klesko,N,220.0,75.0,2,1,9/12/1992,9/25/2007,klesr001,kleskry01,97.75,54.625,61.6875,17.375
sandere02,17,1777,6241,1037,1666,960,341,60,0.2669444,0.487421888,305,983,0.347555807,304,115,674,1614,49,71,14,43,121,Reggie Sanders,N,180.0,72.0,3,2,8/22/1991,7/29/2007,sandr002,sandere02,98.0,61.0,57.8235294117647,17.941176470588236
greensh01,17,1951,7082,1129,2003,1195,445,35,0.282829709,0.494493081,328,1070,0.361612141,162,52,744,1315,80,80,3,53,174,Shawn Green,N,190.0,76.0,2,1,9/28/1993,9/29/2007,grees001,greensh01,125.1875,70.5625,66.875,20.5
loftoke01,23,2103,8120,1528,2428,1799,383,116,0.299014778,0.422783251,130,781,0.374579033,622,160,945,1016,43,32,72,65,109,Kenny Lofton,N,180.0,72.0,2,1,9/14/1991,9/29/2007,loftk001,loftoke01,121.4,76.4,39.05,6.5
coninje01,23,2024,6957,870,1982,1347,385,36,0.284892914,0.442863303,214,1071,0.350473267,54,29,671,1168,46,41,9,103,182,Jeff Conine,N,205.0,73.0,3,2,9/16/1990,9/30/2007,conij001,coninje01,99.1,43.5,53.55,10.7
walketo04,18,1288,4554,647,1316,895,284,30,0.288976724,0.435002196,107,545,0.352395977,66,37,421,571,34,16,18,46,102,Todd Walker,N,180.0,72.0,2,2,8/30/1996,5/10/2007,walkt002,walketo04,87.73333333333333,43.13333333333333,36.333333333333336,7.133333333333334
claytro01,23,2108,7379,935,1904,1376,363,55,0.258029543,0.366851877,110,723,0.315151515,231,100,565,1415,34,45,113,62,218,Royce Clayton,N,175.0,72.0,3,2,9/20/1991,9/30/2007,clayr001,claytro01,95.2,46.75,36.15,5.5
womacto01,20,1303,4963,739,1353,1068,190,59,0.272617369,0.356437639,36,368,0.317917993,363,74,308,649,9,28,57,33,53,Tony Womack,N,160.0,69.0,2,2,9/10/1993,6/24/2006,womat001,womacto01,84.5625,46.1875,23.0,2.25
burnije01,18,1694,5710,917,1447,805,298,29,0.253415061,0.481260946,315,981,0.35199398,74,58,739,1376,75,78,9,43,99,Jeromy Burnitz,N,190.0,72.0,2,2,6/21/1993,9/27/2006,burnj001,burnije01,90.4375,57.3125,61.3125,19.6875
salmoti01,14,1672,5934,986,1674,1012,339,24,0.282103134,0.498483316,299,1016,0.389045737,48,42,970,1360,45,67,0,68,98,Tim Salmon,N,200.0,75.0,3,2,8/21/1992,10/1/2006,salmt001,salmoti01,119.57142857142857,70.42857142857143,72.57142857142857,21.357142857142858
muellbi02,13,1216,4223,663,1229,857,265,22,0.291025337,0.424579683,85,493,0.374845869,20,18,543,571,17,35,37,48,105,Bill Mueller,N,175.0,71.0,1,2,4/18/1996,5/11/2006,muelb001,muellbi02,102.41666666666667,55.25,41.083333333333336,7.083333333333333
larkiba01,19,2180,7937,1329,2340,1625,441,76,0.294821721,0.444374449,198,960,0.375110327,379,77,939,817,66,55,59,67,178,Barry Larkin,Y,185.0,72.0,3,2,8/13/1986,10/3/2004,larkb001,larkiba01,123.15789473684211,69.94736842105263,50.526315789473685,10.421052631578947
younger01,21,1730,6119,996,1731,1279,327,46,0.282889361,0.390096421,79,543,0.360092405,465,168,660,462,14,89,84,44,135,Eric Young,N,180.0,69.0,3,2,7/30/1992,9/19/2006,youne001,younger01,96.16666666666667,55.333333333333336,30.166666666666668,4.388888888888889
santoro01,15,2243,8143,1138,2254,1480,365,67,0.276802161,0.464079578,342,1331,0.368682072,35,41,1108,1343,94,38,13,94,256,Ron Santo,Y,190.0,72.0,3,2,6/26/1960,9/29/1974,santr102,santoro01,150.26666666666668,75.86666666666666,88.73333333333333,22.8
castivi02,20,1854,6822,902,1884,1187,349,28,0.276165347,0.476253298,320,1105,0.326747312,33,43,423,1069,64,60,8,71,224,Vinny Castilla,N,175.0,73.0,3,2,9/1/1991,9/28/2006,castv001,castivi02,104.66666666666667,50.111111111111114,61.388888888888886,17.77777777777778
nevinph01,21,1217,4188,584,1131,708,209,6,0.270057307,0.47182426,208,743,0.346723044,18,5,449,1019,30,30,3,33,112,Phil Nevin,N,180.0,74.0,3,2,6/11/1995,9/29/2006,nevip001,nevinph01,70.6875,36.5,46.4375,13.0
sierrru01,30,2186,8044,1084,2152,1359,428,59,0.267528593,0.449527598,306,1322,0.323201621,142,52,610,1239,102,7,1,120,193,Ruben Sierra,N,175.0,73.0,1,2,6/1/1986,7/9/2006,sierr001,sierrru01,86.08,43.36,52.88,12.24
lopezja01,17,1503,5319,674,1527,981,267,19,0.287084038,0.49106975,260,864,0.341852487,8,19,357,969,43,66,6,45,172,Javy Lopez,N,185.0,75.0,3,2,9/18/1992,9/2/2006,lopej001,lopezja01,95.4375,42.125,54.0,16.25
jordabr01,15,1456,5160,755,1454,966,267,37,0.281782946,0.454844961,184,821,0.3362145,119,48,353,842,25,74,2,57,118,Brian Jordan,N,205.0,73.0,3,2,4/8/1992,9/30/2006,jordb001,jordabr01,96.93333333333334,50.333333333333336,54.733333333333334,12.266666666666667
gonzaju03,17,1689,6556,1061,1936,1089,388,25,0.295302013,0.560707749,434,1404,0.349937733,26,19,457,1273,74,62,2,78,184,Juan Gonzalez,N,175.0,75.0,3,2,9/1/1989,5/31/2005,gonzj002,gonzaju03,113.88235294117646,62.411764705882355,82.58823529411765,25.529411764705884
parkeda01,21,2466,9358,1272,2712,1772,526,75,0.289805514,0.470720239,339,1493,0.349753695,154,113,683,1537,170,56,1,86,209,Dave Parker,N,230.0,77.0,2,2,7/12/1973,10/2/1991,parkd001,parkeda01,135.6,63.6,74.65,16.95
boonebr01,16,1780,6683,927,1775,1129,366,28,0.265599282,0.441867425,252,1021,0.327709542,94,53,552,1295,32,69,55,73,168,Bret Boone,N,180.0,70.0,3,2,8/19/1992,7/30/2005,boonb002,boonebr01,118.33333333333333,61.8,68.06666666666666,16.8
santibe01,20,1978,6951,755,1830,1249,323,41,0.263271472,0.415192059,217,920,0.311629757,91,69,430,1270,52,38,26,70,205,Benito Santiago,N,180.0,73.0,3,2,9/14/1986,4/11/2005,santb001,santibe01,91.5,37.75,46.0,10.85
mondera01,19,1525,5814,909,1589,950,319,49,0.273305814,0.484864121,271,860,0.33582671,229,92,475,1130,50,41,2,37,93,Raul Mondesi,N,202.0,71.0,3,2,7/19/1993,5/27/2005,mondr002,mondera01,99.3125,56.8125,53.75,16.9375
martiti02,16,2023,7111,1008,1925,1200,365,21,0.270707355,0.470960484,339,1271,0.352434825,27,20,780,1069,102,59,14,80,191,Tino Martinez,N,205.0,74.0,2,2,8/20/1990,10/2/2005,martt002,martiti02,120.3125,63.0,79.4375,21.1875
olerujo01,19,2234,7592,1139,2239,1471,500,13,0.294915701,0.464963119,255,1230,0.408231972,11,14,1275,1016,157,88,12,96,232,John Olerud,N,205.0,77.0,2,1,9/3/1989,10/2/2005,olerj001,olerujo01,124.38888888888889,63.27777777777778,68.33333333333333,14.166666666666666
grissma02,17,2165,8275,1187,2251,1582,386,56,0.272024169,0.414501511,227,967,0.321137758,429,116,553,1240,44,31,38,62,171,Marquis Grissom,N,190.0,71.0,3,2,8/22/1989,7/31/2005,grism001,grissma02,132.41176470588235,69.82352941176471,56.88235294117647,13.352941176470589
higgibo02,11,1362,4910,736,1336,846,270,33,0.27209776,0.454786151,187,709,0.362068966,91,53,649,796,36,37,12,52,83,Bobby Higginson,N,180.0,71.0,2,2,4/26/1995,5/5/2005,higgb001,higgibo02,121.45454545454545,66.9090909090909,64.45454545454545,17.0
surhobj01,21,2313,8258,1062,2326,1656,440,42,0.281666263,0.413417292,188,1153,0.337867486,141,84,640,839,81,33,71,104,169,B. J. Surhoff,N,185.0,73.0,2,2,4/8/1987,10/2/2005,surhb001,surhob.01,116.3,53.1,57.65,9.4
alomaro01,21,2379,9073,1508,2724,1930,504,80,0.300231456,0.442852419,210,1134,0.375024239,474,114,1032,1140,62,50,148,97,206,Roberto Alomar,Y,184.0,72.0,1,2,4/22/1988,9/5/2004,alomr001,alomaro01,143.3684210526316,79.36842105263158,59.68421052631579,11.052631578947368
johnsch04,16,1188,3836,465,940,558,211,4,0.245046924,0.43274244,167,570,0.334167425,6,10,475,997,29,25,18,31,112,Charles Johnson,N,215.0,74.0,3,2,5/6/1994,6/11/2005,johnc002,johnsch04,67.14285714285714,33.214285714285715,40.714285714285715,11.928571428571429
baineha01,32,2830,9908,1299,2866,1945,488,49,0.289261203,0.46467501,384,1628,0.366370896,34,34,1062,1441,187,14,9,99,298,Harold Baines,N,175.0,74.0,2,1,4/10/1980,9/27/2001,bainh001,baineha01,106.14814814814815,48.111111111111114,60.2962962962963,14.222222222222221
baergca01,18,1630,5439,731,1583,1153,279,17,0.291046148,0.422504137,134,774,0.336379019,59,24,291,580,41,73,26,66,158,Carlos Baerga,N,165.0,71.0,1,2,4/14/1990,9/30/2005,baerc001,baergca01,98.9375,45.6875,48.375,8.375
dawsoan01,21,2627,9927,1373,2774,1735,503,98,0.279439911,0.482220208,438,1591,0.332200588,314,109,589,1509,143,111,24,118,217,Andre Dawson,Y,180.0,75.0,3,2,9/11/1976,9/29/1996,dawsa001,dawsoan01,132.0952380952381,65.38095238095238,75.76190476190476,20.857142857142858
karroer01,14,1755,6441,797,1724,1105,324,11,0.267660301,0.453656265,284,1027,0.326920376,59,30,552,1167,21,31,0,76,181,Eric Karros,N,205.0,76.0,3,2,9/1/1991,7/21/2004,karre001,karroer01,123.14285714285714,56.92857142857143,73.35714285714286,20.285714285714285
lankfra01,16,1701,5747,968,1561,913,356,54,0.271619976,0.476596485,238,874,0.370320856,258,117,828,1550,68,36,10,53,77,Ray Lankford,N,180.0,71.0,2,1,8/21/1990,10/3/2004,lankr001,lankfra01,104.06666666666666,64.53333333333333,58.266666666666666,15.866666666666667
herzowh01,10,634,1614,213,414,309,60,20,0.256505576,0.364931846,25,172,0.356762513,13,18,241,261,8,7,15,8,25,Whitey Herzog,Y,182.0,71.0,2,1,4/17/1956,9/28/1963,herzw101,herzowh01,46.0,23.666666666666668,19.11111111111111,2.7777777777777777
burksel01,20,2000,7232,1253,2107,1290,402,63,0.291344027,0.510370575,352,1206,0.365892421,181,84,793,1340,33,60,29,62,171,Ellis Burks,N,175.0,74.0,3,2,4/30/1987,10/2/2004,burke001,burksel01,110.89473684210526,65.94736842105263,63.473684210526315,18.526315789473685
galaran01,21,2257,8096,1195,2333,1458,444,32,0.288166996,0.498764822,399,1425,0.354727857,128,81,583,2003,106,178,1,58,179,Andres Galarraga,N,235.0,75.0,3,2,8/23/1985,10/3/2004,galaa001,galaran01,116.65,59.75,71.25,19.95
seguida01,21,1456,4847,683,1412,973,284,16,0.291314215,0.442541778,139,684,0.365658039,17,19,524,687,56,14,19,45,131,David Segui,N,170.0,73.0,1,1,5/8/1990,9/8/2004,segud001,seguida01,78.44444444444444,37.94444444444444,38.0,7.722222222222222
bellja01,18,2063,7398,1123,1963,1307,394,67,0.265341984,0.415788051,195,860,0.345370039,91,60,853,1443,25,57,159,58,165,Jay Bell,N,180.0,73.0,3,2,9/29/1986,9/28/2003,bellj001,bellja01,109.05555555555556,62.388888888888886,47.77777777777778,10.833333333333334
vaughmo01,12,1512,5532,861,1620,1012,270,10,0.292841649,0.523138106,328,1064,0.396246567,30,18,725,1429,144,108,0,45,135,Mo Vaughn,N,225.0,73.0,2,2,6/27/1991,5/2/2003,vaugm001,vaughmo01,135.0,71.75,88.66666666666667,27.333333333333332
gordojo01,11,1566,5707,914,1530,961,264,52,0.268091817,0.4655686,253,975,0.356889915,89,60,759,702,0,29,41,0,159,Joe Gordon,Y,180.0,70.0,3,2,4/18/1938,9/30/1950,gordj101,gordojo01,139.0909090909091,83.0909090909091,88.63636363636364,23.0
vaughgr01,17,1731,6103,1017,1475,813,284,23,0.241684417,0.470260528,355,1072,0.341768593,121,59,865,1513,54,37,11,54,101,Greg Vaughn,N,195.0,72.0,3,2,8/10/1989,7/10/2003,vaugg001,vaughgr01,92.1875,63.5625,67.0,22.1875
riceji01,16,2089,8225,1249,2452,1618,373,79,0.298115502,0.502006079,382,1451,0.357393209,58,34,670,1423,77,64,5,94,315,Jim Rice,Y,200.0,74.0,3,2,8/19/1974,8/3/1989,ricej001,riceji01,153.25,78.0625,90.6875,23.875
gantro01,20,1832,6449,1080,1651,978,302,50,0.256008684,0.467669406,321,1008,0.339096107,243,102,770,1411,38,32,12,57,98,Ron Gant,N,172.0,72.0,3,2,9/6/1987,5/25/2003,gantr001,gantro01,91.72222222222223,60.0,56.0,17.833333333333332
