playerID,inducted,weight,height,bats,throws,Sum of W,Sum of L,Sum of G,Average of ERA,Sum of GS,Sum of CG,Sum of SHO,Sum of SV,Sum of IPouts,Sum of ER,Sum of H,Sum of HR,Sum of BB,Sum of SO,Sum of BAOpp,Sum of IBB,Sum of WP,Sum of HBP,Sum of BK,Sum of BFP,Sum of GF,Sum of R,Sum of SH,Sum of SF,Sum of GIDP,GS_per_year,CG_per_year,SHO_per_year,SV_per_year,IPouts_per_year,ER_per_year,H_per_year,HR_per_year,BB_per_year,SO_per_year,BAOpp_per_year,IBB_per_year,WP_per_year,HBP_per_year,BK_per_year,BFP_per_year,GF_per_year,R_per_year,SH_per_year,SF_per_year,GIDP_per_year
wagnebi02,N,180.0,70.0,L,L,47,40,853,2.192941176,0,0,0,422,2709,232,601,82,300,1196,2.447,26.0,43.0,33.0,1,3600.0,703.0,262,17.0,10.0,,0.0,0.0,0.0,28.133333333333333,180.6,15.466666666666667,40.06666666666667,5.466666666666667,20.0,79.73333333333333,0.16313333333333332,1.7333333333333334,2.8666666666666667,2.2,0.06666666666666667,240.0,46.86666666666667,17.466666666666665,1.1333333333333333,0.6666666666666666,
hoffmtr01,Y,200.0,73.0,R,R,61,75,1035,2.926315789,0,0,0,601,3268,347,846,100,307,1133,3.629,58.0,49.0,9.0,0,4388.0,856.0,378,19.0,17.0,,0.0,0.0,0.0,35.35294117647059,192.23529411764707,20.41176470588235,49.76470588235294,5.882352941176471,18.058823529411764,66.6470588235294,0.2134705882352941,3.411764705882353,2.8823529411764706,0.5294117647058824,0.0,258.11764705882354,50.35294117647059,22.235294117647058,1.1176470588235294,1.0,
clemero02,N,205.0,76.0,R,R,354,184,709,3.220833333,707,118,46,0,14750,1707,4185,363,1580,4672,4.981,63.0,143.0,159.0,20,20240.0,0.0,1885,37.0,31.0,,30.73913043478261,5.130434782608695,2.0,0.0,641.304347826087,74.21739130434783,181.95652173913044,15.782608695652174,68.69565217391305,203.1304347826087,0.21656521739130435,2.739130434782609,6.217391304347826,6.913043478260869,0.8695652173913043,880.0,0.0,81.95652173913044,1.608695652173913,1.3478260869565217,
hamptmi01,N,185.0,70.0,R,L,148,115,419,4.170625,355,21,9,1,6805,1024,2370,200,901,1387,3.829,49.0,75.0,49.0,13,9824.0,12.0,1157,57.0,37.0,,20.88235294117647,1.2352941176470589,0.5294117647058824,0.058823529411764705,400.29411764705884,60.23529411764706,139.41176470588235,11.764705882352942,53.0,81.58823529411765,0.22523529411764706,2.8823529411764706,4.411764705882353,2.8823529411764706,0.7647058823529411,577.8823529411765,0.7058823529411765,68.05882352941177,3.3529411764705883,2.176470588235294,
mussimi01,N,185.0,74.0,L,R,270,153,537,3.702222222,536,57,23,0,10688,1458,3460,376,785,2813,4.012,29.0,71.0,60.0,1,14593.0,0.0,1559,41.0,43.0,,31.529411764705884,3.3529411764705883,1.3529411764705883,0.0,628.7058823529412,85.76470588235294,203.52941176470588,22.11764705882353,46.1764705882353,165.47058823529412,0.236,1.7058823529411764,4.176470588235294,3.5294117647058822,0.058823529411764705,858.4117647058823,0.0,91.70588235294117,2.411764705882353,2.5294117647058822,
schilcu01,N,205.0,77.0,R,R,216,146,569,3.967619048,436,83,20,22,9783,1253,2998,347,711,3116,4.773,43.0,72.0,52.0,8,13284.0,81.0,1318,50.0,28.0,,22.94736842105263,4.368421052631579,1.0526315789473684,1.1578947368421053,514.8947368421053,65.94736842105263,157.78947368421052,18.263157894736842,37.421052631578945,164.0,0.25121052631578944,2.263157894736842,3.789473684210526,2.736842105263158,0.42105263157894735,699.1578947368421,4.2631578947368425,69.36842105263158,2.6315789473684212,1.4736842105263157,
smithle02,N,220.0,77.0,R,R,71,92,1022,3.002857143,6,0,0,478,3868,434,1133,89,486,1251,4.74,100.0,47.0,10.0,4,5387.0,802.0,475,,,,0.35294117647058826,0.0,0.0,28.11764705882353,227.52941176470588,25.529411764705884,66.6470588235294,5.235294117647059,28.58823529411765,73.58823529411765,0.2788235294117647,5.882352941176471,2.764705882352941,0.5882352941176471,0.23529411764705882,316.88235294117646,47.1764705882353,27.941176470588236,,,
gordoto01,N,160.0,69.0,R,R,138,126,890,4.722727273,203,18,4,158,6324,927,1889,176,977,1928,4.835,57.0,112.0,38.0,5,9058.0,347.0,1016,16.0,12.0,,9.666666666666666,0.8571428571428571,0.19047619047619047,7.523809523809524,301.14285714285717,44.142857142857146,89.95238095238095,8.380952380952381,46.523809523809526,91.80952380952381,0.23023809523809524,2.7142857142857144,5.333333333333333,1.8095238095238095,0.23809523809523808,431.3333333333333,16.523809523809526,48.38095238095238,0.7619047619047619,0.5714285714285714,
martipe02,Y,170.0,71.0,R,R,219,100,476,2.998333333,409,46,17,3,8482,919,2221,239,760,3154,3.502,30.0,62.0,141.0,6,11394.0,23.0,1006,40.0,32.0,,24.058823529411764,2.7058823529411766,1.0,0.17647058823529413,498.94117647058823,54.05882352941177,130.64705882352942,14.058823529411764,44.705882352941174,185.52941176470588,0.206,1.7647058823529411,3.6470588235294117,8.294117647058824,0.35294117647058826,670.2352941176471,1.3529411764705883,59.1764705882353,2.3529411764705883,1.8823529411764706,
johnsra05,Y,225.0,82.0,R,L,303,166,618,3.480833333,603,100,37,2,12406,1513,3346,411,1497,4875,4.672,37.0,109.0,190.0,33,17067.0,7.0,1703,75.0,39.0,,28.714285714285715,4.761904761904762,1.7619047619047619,0.09523809523809523,590.7619047619048,72.04761904761905,159.33333333333334,19.571428571428573,71.28571428571429,232.14285714285714,0.22247619047619047,1.7619047619047619,5.190476190476191,9.047619047619047,1.5714285714285714,812.7142857142857,0.3333333333333333,81.0952380952381,3.5714285714285716,1.8571428571428572,
guarded01,N,195.0,72.0,R,L,46,61,908,4.565263158,25,0,0,187,2834,453,894,138,348,798,4.387,39.0,25.0,16.0,2,4011.0,401.0,477,24.0,16.0,,1.5625,0.0,0.0,11.6875,177.125,28.3125,55.875,8.625,21.75,49.875,0.2741875,2.4375,1.5625,1.0,0.125,250.6875,25.0625,29.8125,1.5,1.0,
smoltjo01,Y,210.0,75.0,R,R,213,155,723,3.51,481,53,16,154,10419,1284,3074,288,1010,3084,4.756,84.0,145.0,57.0,16,14271.0,204.0,1391,33.0,26.0,,22.904761904761905,2.5238095238095237,0.7619047619047619,7.333333333333333,496.14285714285717,61.142857142857146,146.38095238095238,13.714285714285714,48.095238095238095,146.85714285714286,0.2264761904761905,4.0,6.904761904761905,2.7142857142857144,0.7619047619047619,679.5714285714286,9.714285714285714,66.23809523809524,1.5714285714285714,1.2380952380952381,
schmija01,N,185.0,77.0,R,R,130,96,323,4.4825,314,20,9,0,5989,878,1846,184,792,1758,3.399,35.0,93.0,52.0,11,8532.0,1.0,958,48.0,31.0,,22.428571428571427,1.4285714285714286,0.6428571428571429,0.0,427.7857142857143,62.714285714285715,131.85714285714286,13.142857142857142,56.57142857142857,125.57142857142857,0.2427857142857143,2.5,6.642857142857143,3.7142857142857144,0.7857142857142857,609.4285714285714,0.07142857142857142,68.42857142857143,3.4285714285714284,2.2142857142857144,
percitr01,N,200.0,75.0,R,R,35,43,703,3.502857143,1,0,0,358,2126,250,479,85,306,781,2.347,25.0,32.0,27.0,2,2915.0,546.0,271,6.0,9.0,,0.07142857142857142,0.0,0.0,25.571428571428573,151.85714285714286,17.857142857142858,34.214285714285715,6.071428571428571,21.857142857142858,55.785714285714285,0.16764285714285715,1.7857142857142858,2.2857142857142856,1.9285714285714286,0.14285714285714285,208.21428571428572,39.0,19.357142857142858,0.42857142857142855,0.6428571428571429,
morrija02,N,195.0,75.0,R,R,254,186,549,4.007222222,527,175,28,0,11472,1657,3567,389,1390,2478,4.39,99.0,206.0,58.0,27,16120.0,10.0,1815,,,,31.0,10.294117647058824,1.6470588235294117,0.0,674.8235294117648,97.47058823529412,209.8235294117647,22.88235294117647,81.76470588235294,145.76470588235293,0.25823529411764706,5.823529411764706,12.117647058823529,3.411764705882353,1.588235294117647,948.2352941176471,0.5882352941176471,106.76470588235294,,,
rogerke01,N,200.0,73.0,L,L,219,156,762,4.27047619,474,36,9,28,9908,1568,3457,339,1175,1968,4.794,53.0,79.0,127.0,23,14280.0,133.0,1739,36.0,44.0,,24.94736842105263,1.894736842105263,0.47368421052631576,1.4736842105263157,521.4736842105264,82.52631578947368,181.94736842105263,17.842105263157894,61.8421052631579,103.57894736842105,0.2523157894736842,2.789473684210526,4.157894736842105,6.684210526315789,1.2105263157894737,751.578947368421,7.0,91.52631578947368,1.894736842105263,2.3157894736842106,
maddugr01,Y,170.0,72.0,R,R,355,227,744,3.3844,740,109,35,0,15025,1756,4726,353,999,3371,5.79,177.0,70.0,137.0,28,20421.0,3.0,1981,109.0,64.0,,33.63636363636363,4.954545454545454,1.5909090909090908,0.0,682.9545454545455,79.81818181818181,214.8181818181818,16.045454545454547,45.40909090909091,153.22727272727272,0.2631818181818182,8.045454545454545,3.1818181818181817,6.2272727272727275,1.2727272727272727,928.2272727272727,0.13636363636363635,90.04545454545455,4.954545454545454,2.909090909090909,
jonesto02,N,200.0,75.0,L,R,58,63,982,4.161578947,1,0,0,319,3216,473,1072,93,443,868,4.535,62.0,43.0,38.0,1,4650.0,619.0,518,30.0,20.0,,0.06666666666666667,0.0,0.0,21.266666666666666,214.4,31.533333333333335,71.46666666666667,6.2,29.533333333333335,57.86666666666667,0.30233333333333334,4.133333333333334,2.8666666666666667,2.533333333333333,0.06666666666666667,310.0,41.266666666666666,34.53333333333333,2.0,1.3333333333333333,
gagneer01,N,195.0,74.0,R,R,33,26,402,3.128181818,48,0,0,187,1931,248,518,76,226,718,1.999,13.0,18.0,33.0,1,2664.0,269.0,268,23.0,15.0,,5.333333333333333,0.0,0.0,20.77777777777778,214.55555555555554,27.555555555555557,57.55555555555556,8.444444444444445,25.11111111111111,79.77777777777777,0.22211111111111112,1.4444444444444444,2.0,3.6666666666666665,0.1111111111111111,296.0,29.88888888888889,29.77777777777778,2.5555555555555554,1.6666666666666667,
glavito02,Y,175.0,72.0,L,L,305,203,682,3.706363636,682,56,25,0,13240,1734,4298,356,1500,2607,5.102,145.0,65.0,66.0,7,18604.0,0.0,1900,88.0,48.0,,32.476190476190474,2.6666666666666665,1.1904761904761905,0.0,630.4761904761905,82.57142857142857,204.66666666666666,16.952380952380953,71.42857142857143,124.14285714285714,0.24295238095238098,6.904761904761905,3.0952380952380953,3.142857142857143,0.3333333333333333,885.9047619047619,0.0,90.47619047619048,4.190476190476191,2.2857142857142856,
timlimi01,N,205.0,76.0,R,R,75,73,1058,3.722380952,4,0,0,141,3613,486,1168,118,377,872,4.831,72.0,31.0,47.0,3,5082.0,467.0,533,33.0,19.0,,0.23529411764705882,0.0,0.0,8.294117647058824,212.52941176470588,28.58823529411765,68.70588235294117,6.9411764705882355,22.176470588235293,51.294117647058826,0.2841764705882353,4.235294117647059,1.8235294117647058,2.764705882352941,0.17647058823529413,298.94117647058823,27.470588235294116,31.352941176470587,1.9411764705882353,1.1176470588235294,
benitar01,N,180.0,76.0,R,R,40,47,762,3.37,0,0,0,289,2337,271,545,95,403,946,3.246,32.0,18.0,16.0,5,3253.0,527.0,296,17.0,12.0,,0.0,0.0,0.0,20.642857142857142,166.92857142857142,19.357142857142858,38.92857142857143,6.785714285714286,28.785714285714285,67.57142857142857,0.23185714285714284,2.2857142857142856,1.2857142857142858,1.1428571428571428,0.35714285714285715,232.35714285714286,37.642857142857146,21.142857142857142,1.2142857142857142,0.8571428571428571,
wellsda01,N,187.0,75.0,L,L,239,157,660,4.145416667,489,54,12,13,10317,1578,3635,407,719,2201,5.98,65.0,101.0,83.0,17,14413.0,65.0,1702,46.0,36.0,,24.45,2.7,0.6,0.65,515.85,78.9,181.75,20.35,35.95,110.05,0.29900000000000004,3.25,5.05,4.15,0.85,720.65,3.25,85.1,2.3,1.8,
seleaa01,N,205.0,77.0,R,R,148,112,404,4.582,352,15,9,0,6459,1102,2413,225,798,1407,3.628,39.0,54.0,112.0,2,9534.0,15.0,1208,29.0,55.0,,25.142857142857142,1.0714285714285714,0.6428571428571429,0.0,461.35714285714283,78.71428571428571,172.35714285714286,16.071428571428573,57.0,100.5,0.2591428571428572,2.7857142857142856,3.857142857142857,8.0,0.14285714285714285,681.0,1.0714285714285714,86.28571428571429,2.0714285714285716,3.9285714285714284,
williwo02,N,180.0,72.0,R,R,132,116,424,4.063125,330,10,2,0,6649,1031,2217,309,711,1480,3.488,40.0,58.0,72.0,6,9475.0,34.0,1096,62.0,37.0,,23.571428571428573,0.7142857142857143,0.14285714285714285,0.0,474.92857142857144,73.64285714285714,158.35714285714286,22.071428571428573,50.785714285714285,105.71428571428571,0.24914285714285714,2.857142857142857,4.142857142857143,5.142857142857143,0.42857142857142855,676.7857142857143,2.4285714285714284,78.28571428571429,4.428571428571429,2.642857142857143,
mesajo01,N,170.0,75.0,R,R,80,109,1022,4.628181818,95,6,2,321,4646,750,1629,151,651,1038,5.043,57.0,75.0,55.0,5,6804.0,633.0,811,27.0,26.0,,4.75,0.3,0.1,16.05,232.3,37.5,81.45,7.55,32.55,51.9,0.25215,2.85,3.75,2.75,0.25,340.2,31.65,40.55,1.35,1.3,
hernaro01,N,220.0,76.0,R,R,67,71,1010,3.856,3,0,0,326,3214,411,1002,96,462,945,4.513,53.0,50.0,35.0,1,4632.0,667.0,475,40.0,9.0,,0.1875,0.0,0.0,20.375,200.875,25.6875,62.625,6.0,28.875,59.0625,0.2820625,3.3125,3.125,2.1875,0.0625,289.5,41.6875,29.6875,2.5,0.5625,
stantmi01,N,205.0,74.0,B,R,13,22,277,5.33125,3,0,0,31,1153,197,398,27,182,304,2.17,20.0,15.0,9.0,5,1691.0,130.0,218,,,,0.3,0.0,0.0,3.1,115.3,19.7,39.8,2.7,18.2,30.4,0.217,2.0,1.5,0.9,0.5,169.1,13.0,21.8,,,
cirilje01,N,190.0,74.0,R,R,0,0,1,0.0,0,0,0,0,3,0,0,0,2,1,0.0,0.0,0.0,0.0,0,5.0,1.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.15384615384615385,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.07692307692307693,0.0,0.0,0.0,
finlest01,N,175.0,74.0,L,L,0,0,1,0.0,0,0,0,0,3,0,0,0,1,0,0.0,0.0,0.0,1.0,0,4.0,1.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.2222222222222222,0.05555555555555555,0.0,0.0,0.0,
mulhote01,N,200.0,75.0,R,L,124,142,685,4.752307692,332,46,10,5,7727,1262,2833,293,681,1325,6.69,65.0,64.0,70.0,3,11060.0,128.0,1396,27.0,24.0,,16.6,2.3,0.5,0.25,386.35,63.1,141.65,14.65,34.05,66.25,0.3345,3.25,3.2,3.5,0.15,553.0,6.4,69.8,1.35,1.2,
radkebr01,N,180.0,74.0,R,R,148,139,378,4.261666667,377,37,10,0,7353,1150,2643,326,445,1467,2.703,12.0,28.0,62.0,3,10244.0,0.0,1233,45.0,44.0,,34.27272727272727,3.3636363636363638,0.9090909090909091,0.0,668.4545454545455,104.54545454545455,240.27272727272728,29.636363636363637,40.45454545454545,133.36363636363637,0.2457272727272727,1.0909090909090908,2.5454545454545454,5.636363636363637,0.2727272727272727,931.2727272727273,0.0,112.0909090909091,4.090909090909091,4.0,
blylebe01,Y,200.0,75.0,R,R,287,250,692,3.454166667,685,242,60,0,14910,1830,4632,430,1322,3701,5.87,71.0,114.0,155.0,19,20491.0,3.0,2029,,,,31.136363636363637,11.0,2.727272727272727,0.0,677.7272727272727,83.18181818181819,210.54545454545453,19.545454545454547,60.09090909090909,168.22727272727272,0.26681818181818184,3.227272727272727,5.181818181818182,7.045454545454546,0.8636363636363636,931.4090909090909,0.13636363636363635,92.22727272727273,,,
brownke01,N,195.0,76.0,R,R,211,144,486,3.552631579,476,72,17,0,9769,1185,3079,208,901,2397,4.42,42.0,108.0,139.0,15,13542.0,1.0,1357,35.0,18.0,,25.05263157894737,3.789473684210526,0.8947368421052632,0.0,514.1578947368421,62.36842105263158,162.05263157894737,10.947368421052632,47.421052631578945,126.15789473684211,0.2326315789473684,2.210526315789474,5.684210526315789,7.315789473684211,0.7894736842105263,712.7368421052631,0.05263157894736842,71.42105263157895,1.8421052631578947,0.9473684210526315,
francjo01,N,170.0,70.0,L,L,90,87,1119,3.133809524,0,0,0,424,3737,400,1166,81,495,975,4.701,78.0,54.0,22.0,9,5312.0,774.0,466,8.0,4.0,,0.0,0.0,0.0,20.19047619047619,177.95238095238096,19.047619047619047,55.523809523809526,3.857142857142857,23.571428571428573,46.42857142857143,0.22385714285714284,3.7142857142857144,2.5714285714285716,1.0476190476190477,0.42857142857142855,252.95238095238096,36.857142857142854,22.19047619047619,0.38095238095238093,0.19047619047619047,
rueteki01,N,190.0,75.0,L,L,130,92,340,4.12,336,4,1,0,5754,911,2092,220,582,818,3.183,41.0,24.0,25.0,0,8210.0,1.0,1004,57.0,35.0,,28.0,0.3333333333333333,0.08333333333333333,0.0,479.5,75.91666666666667,174.33333333333334,18.333333333333332,48.5,68.16666666666667,0.26525,3.4166666666666665,2.0,2.0833333333333335,0.0,684.1666666666666,0.08333333333333333,83.66666666666667,4.75,2.9166666666666665,
leiteal01,N,200.0,74.0,L,L,162,132,419,5.358095238,382,16,10,2,7173,1010,2152,198,1163,1974,4.628,53.0,63.0,117.0,20,10334.0,9.0,1101,57.0,28.0,,21.22222222222222,0.8888888888888888,0.5555555555555556,0.1111111111111111,398.5,56.111111111111114,119.55555555555556,11.0,64.61111111111111,109.66666666666667,0.2571111111111111,2.9444444444444446,3.5,6.5,1.1111111111111112,574.1111111111111,0.5,61.166666666666664,3.1666666666666665,1.5555555555555556,
harrile01,N,195.0,70.0,L,R,0,0,1,0.0,0,0,0,0,3,0,0,0,0,1,,0.0,0.0,0.0,0,3.0,1.0,0,,,,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.058823529411764705,,0.0,0.0,0.0,0.0,0.17647058823529413,0.058823529411764705,0.0,,,
reynosh01,N,210.0,75.0,R,R,114,96,305,4.156923077,278,20,7,0,5375,814,1935,191,419,1403,3.274,33.0,38.0,41.0,8,7610.0,5.0,895,31.0,14.0,,23.166666666666668,1.6666666666666667,0.5833333333333334,0.0,447.9166666666667,67.83333333333333,161.25,15.916666666666666,34.916666666666664,116.91666666666667,0.2728333333333333,2.75,3.1666666666666665,3.4166666666666665,0.6666666666666666,634.1666666666666,0.4166666666666667,74.58333333333333,2.5833333333333335,1.1666666666666667,
appieke01,N,180.0,74.0,R,R,169,137,414,4.94,402,34,12,0,7786,1078,2425,232,933,1994,3.81,51.0,106.0,79.0,7,10958.0,2.0,1168,13.0,22.0,,26.8,2.2666666666666666,0.8,0.0,519.0666666666667,71.86666666666666,161.66666666666666,15.466666666666667,62.2,132.93333333333334,0.254,3.4,7.066666666666666,5.266666666666667,0.4666666666666667,730.5333333333333,0.13333333333333333,77.86666666666666,0.8666666666666667,1.4666666666666666,
zeileto01,N,190.0,73.0,R,R,0,0,2,22.5,0,0,0,0,6,5,5,0,2,1,0.904,0.0,0.0,0.0,0,12.0,2.0,5,0.0,0.0,,0.0,0.0,0.0,0.0,0.4,0.3333333333333333,0.3333333333333333,0.0,0.13333333333333333,0.06666666666666667,0.06026666666666667,0.0,0.0,0.0,0.0,0.8,0.13333333333333333,0.3333333333333333,0.0,0.0,
hentgpa01,N,210.0,74.0,R,R,131,112,344,4.575,306,34,10,1,6226,996,2111,269,775,1290,3.034,29.0,66.0,49.0,10,8925.0,15.0,1076,18.0,20.0,,23.53846153846154,2.6153846153846154,0.7692307692307693,0.07692307692307693,478.9230769230769,76.61538461538461,162.3846153846154,20.692307692307693,59.61538461538461,99.23076923076923,0.23338461538461536,2.230769230769231,5.076923076923077,3.769230769230769,0.7692307692307693,686.5384615384615,1.1538461538461537,82.76923076923077,1.3846153846153846,1.5384615384615385,
jacksmi02,N,185.0,73.0,R,R,62,67,1005,3.368823529,7,0,0,142,3565,451,983,127,464,1006,3.358,80.0,39.0,56.0,27,4966.0,422.0,492,10.0,8.0,,0.3888888888888889,0.0,0.0,7.888888888888889,198.05555555555554,25.055555555555557,54.611111111111114,7.055555555555555,25.77777777777778,55.888888888888886,0.18655555555555556,4.444444444444445,2.1666666666666665,3.111111111111111,1.5,275.8888888888889,23.444444444444443,27.333333333333332,0.5555555555555556,0.4444444444444444,
venturo01,N,185.0,73.0,L,R,0,0,1,0.0,0,0,0,0,3,0,1,0,0,0,0.25,0.0,0.0,0.0,0,4.0,1.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,0.0,0.06666666666666667,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.26666666666666666,0.06666666666666667,0.0,0.0,0.0,
oroscje01,N,174.0,74.0,R,L,87,80,1252,3.795769231,4,0,0,144,3886,455,1055,113,581,1179,5.403,86.0,40.0,34.0,11,5460.0,501.0,512,2.0,6.0,,0.16666666666666666,0.0,0.0,6.0,161.91666666666666,18.958333333333332,43.958333333333336,4.708333333333333,24.208333333333332,49.125,0.225125,3.5833333333333335,1.6666666666666667,1.4166666666666667,0.4583333333333333,227.5,20.875,21.333333333333332,0.08333333333333333,0.25,
plesada01,N,205.0,77.0,L,L,65,71,1064,3.778,14,0,0,158,3216,433,977,105,402,1041,3.929,54.0,41.0,17.0,10,4539.0,422.0,478,8.0,3.0,,0.8235294117647058,0.0,0.0,9.294117647058824,189.1764705882353,25.470588235294116,57.470588235294116,6.176470588235294,23.647058823529413,61.23529411764706,0.2311176470588235,3.176470588235294,2.411764705882353,1.0,0.5882352941176471,267.0,24.823529411764707,28.11764705882353,0.47058823529411764,0.17647058823529413,
coneda01,N,180.0,73.0,L,R,194,126,450,3.728421053,419,56,22,1,8696,1115,2504,258,1137,2668,3.923,42.0,149.0,106.0,32,12184.0,9.0,1222,9.0,14.0,,24.647058823529413,3.2941176470588234,1.2941176470588236,0.058823529411764705,511.52941176470586,65.58823529411765,147.2941176470588,15.176470588235293,66.88235294117646,156.94117647058823,0.23076470588235296,2.4705882352941178,8.764705882352942,6.235294117647059,1.8823529411764706,716.7058823529412,0.5294117647058824,71.88235294117646,0.5294117647058824,0.8235294117647058,
johnto01,N,180.0,75.0,R,L,288,231,760,3.488928571,700,162,46,4,14131,1749,4783,302,1259,2245,7.49,102.0,187.0,98.0,16,19692.0,22.0,2017,,,,26.923076923076923,6.230769230769231,1.7692307692307692,0.15384615384615385,543.5,67.26923076923077,183.96153846153845,11.615384615384615,48.42307692307692,86.34615384615384,0.28807692307692306,3.923076923076923,7.1923076923076925,3.769230769230769,0.6153846153846154,757.3846153846154,0.8461538461538461,77.57692307692308,,,
gracema01,N,190.0,74.0,L,L,0,0,1,9.0,0,0,0,0,3,1,1,1,0,0,0.25,0.0,0.0,0.0,0,4.0,1.0,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.0,0.0,
rijojo01,N,200.0,73.0,R,R,116,91,376,3.487857143,269,22,4,3,5640,676,1710,147,663,1606,3.444,34.0,30.0,28.0,28,7867.0,43.0,772,5.0,0.0,,14.944444444444445,1.2222222222222223,0.2222222222222222,0.16666666666666666,313.3333333333333,37.55555555555556,95.0,8.166666666666666,36.833333333333336,89.22222222222223,0.19133333333333333,1.8888888888888888,1.6666666666666667,1.5555555555555556,1.5555555555555556,437.05555555555554,2.388888888888889,42.888888888888886,0.2777777777777778,0.0,
nenro01,N,200.0,76.0,R,R,45,42,643,3.423636364,4,0,0,314,2145,237,607,51,260,793,2.057,41.0,36.0,7.0,3,2983.0,549.0,266,8.0,6.0,,0.4444444444444444,0.0,0.0,34.888888888888886,238.33333333333334,26.333333333333332,67.44444444444444,5.666666666666667,28.88888888888889,88.11111111111111,0.22855555555555554,4.555555555555555,4.0,0.7777777777777778,0.3333333333333333,331.44444444444446,61.0,29.555555555555557,0.8888888888888888,0.6666666666666666,
finlech01,N,220.0,78.0,L,L,200,173,524,3.928333333,467,63,15,0,9592,1366,3069,304,1332,2610,3.999,36.0,130.0,76.0,22,13638.0,24.0,1517,14.0,15.0,,29.1875,3.9375,0.9375,0.0,599.5,85.375,191.8125,19.0,83.25,163.125,0.2499375,2.25,8.125,4.75,1.375,852.375,1.5,94.8125,0.875,0.9375,
gossari01,Y,180.0,75.0,R,R,124,107,1002,3.2,37,16,0,310,5428,605,1497,119,732,1502,5.26,90.0,63.0,47.0,5,7506.0,681.0,670,,,,1.6818181818181819,0.7272727272727273,0.0,14.090909090909092,246.72727272727272,27.5,68.04545454545455,5.409090909090909,33.27272727272727,68.27272727272727,0.23909090909090908,4.090909090909091,2.8636363636363638,2.1363636363636362,0.22727272727272727,341.1818181818182,30.954545454545453,30.454545454545453,,,
stottto01,N,195.0,75.0,L,R,138,121,372,4.527333333,339,25,6,1,6575,1042,2200,246,816,1587,3.151,49.0,64.0,83.0,10,9441.0,12.0,1130,4.0,3.0,,24.214285714285715,1.7857142857142858,0.42857142857142855,0.07142857142857142,469.64285714285717,74.42857142857143,157.14285714285714,17.571428571428573,58.285714285714285,113.35714285714286,0.22507142857142856,3.5,4.571428571428571,5.928571428571429,0.7142857142857143,674.3571428571429,0.8571428571428571,80.71428571428571,0.2857142857142857,0.21428571428571427,
beckro01,N,215.0,73.0,R,R,38,45,704,3.545714286,0,0,0,286,2304,282,703,97,191,644,2.569,33.0,23.0,20.0,3,3170.0,519.0,308,6.0,4.0,,0.0,0.0,0.0,22.0,177.23076923076923,21.692307692307693,54.07692307692308,7.461538461538462,14.692307692307692,49.53846153846154,0.1976153846153846,2.5384615384615383,1.7692307692307692,1.5384615384615385,0.23076923076923078,243.84615384615384,39.92307692307692,23.692307692307693,0.46153846153846156,0.3076923076923077,
conceda01,N,155.0,74.0,R,R,0,0,1,0.0,0,0,0,0,4,0,2,0,0,1,0.33,0.0,0.0,0.0,0,6.0,1.0,0,,,,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.05555555555555555,0.018333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.05555555555555555,0.0,,,
wittbo01,N,190.0,74.0,R,R,142,157,430,5.028947368,397,47,11,0,7395,1324,2493,252,1375,1955,4.116,37.0,128.0,39.0,26,11003.0,13.0,1449,1.0,2.0,,26.466666666666665,3.1333333333333333,0.7333333333333333,0.0,493.0,88.26666666666667,166.2,16.8,91.66666666666667,130.33333333333334,0.2744,2.466666666666667,8.533333333333333,2.6,1.7333333333333334,733.5333333333333,0.8666666666666667,96.6,0.06666666666666667,0.13333333333333333,
saberbr01,N,160.0,73.0,R,R,167,117,399,3.812352941,371,76,16,1,7688,952,2452,218,471,1715,3.792,34.0,53.0,59.0,12,10421.0,13.0,1036,0.0,0.0,,21.823529411764707,4.470588235294118,0.9411764705882353,0.058823529411764705,452.2352941176471,56.0,144.23529411764707,12.823529411764707,27.705882352941178,100.88235294117646,0.22305882352941175,2.0,3.1176470588235294,3.4705882352941178,0.7058823529411765,613.0,0.7647058823529411,60.94117647058823,0.0,0.0,
